6.455675506591796875e+01 3.573125004768371582e-01 2.855649590492248535e-01 2.050385773181915283e-01 1.739287823438644409e-01 1.559287607669830322e-01 1.437887102365493774e-01 1.369909495115280151e-01 1.346801817417144775e-01 1.269434243440628052e-01 1.187781468033790588e-01 1.204338669776916504e-01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
6.755447983741760254e-01 5.284069776535034180e-01 4.904333055019378662e-01 4.594146311283111572e-01 4.342581927776336670e-01 4.029549658298492432e-01 3.795064985752105713e-01 3.581436872482299805e-01 3.349773585796356201e-01 3.140258491039276123e-01 2.956816852092742920e-01 2.867155373096466064e-01 2.735640108585357666e-01 2.520583271980285645e-01 2.495031356811523438e-01 2.390898764133453369e-01 2.304425239562988281e-01 2.254510074853897095e-01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
4.756839871406555176e-01 3.206810057163238525e-01 2.478172332048416138e-01 1.989535689353942871e-01 1.618145853281021118e-01 1.486506313085556030e-01 1.308384239673614502e-01 1.209487020969390869e-01 1.184959933161735535e-01 1.098949536681175232e-01 1.008414700627326965e-01 1.033158823847770691e-01 1.010252758860588074e-01 9.003321826457977295e-02 9.301406890153884888e-02 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
4.508442282676696777e-01 3.696067333221435547e-01 3.372512757778167725e-01 3.166681528091430664e-01 2.989849746227264404e-01 2.830707132816314697e-01 2.709126472473144531e-01 2.561924755573272705e-01 2.426997870206832886e-01 2.363611012697219849e-01 2.228932082653045654e-01 2.138426452875137329e-01 2.021165341138839722e-01 1.960200220346450806e-01 1.854342222213745117e-01 1.802556961774826050e-01 1.739389896392822266e-01 1.645401120185852051e-01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.211394906044006348e+00 1.039803743362426758e+00 9.553795456886291504e-01 8.989384174346923828e-01 8.712282776832580566e-01 8.396291732788085938e-01 7.923694252967834473e-01 7.758409976959228516e-01 7.488824725151062012e-01 7.240980863571166992e-01 6.887289881706237793e-01 6.796842813491821289e-01 6.579964756965637207e-01 6.405018568038940430e-01 6.166129708290100098e-01 6.228814125061035156e-01 5.974033474922180176e-01 5.797750353813171387e-01 5.652188658714294434e-01 5.403524041175842285e-01 5.285623073577880859e-01 5.278604030609130859e-01 5.087496638298034668e-01 5.043771266937255859e-01 4.806306362152099609e-01 4.857571423053741455e-01 4.783354401588439941e-01 4.571277499198913574e-01 4.665173292160034180e-01 4.560002088546752930e-01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
3.167019844055175781e+00 2.572596073150634766e+00 2.357141017913818359e+00 2.217111587524414062e+00 2.087625026702880859e+00 1.944380164146423340e+00 1.895669341087341309e+00 1.748504042625427246e+00 1.733577728271484375e+00 1.621691942214965820e+00 1.564307689666748047e+00 1.523588299751281738e+00 1.464216113090515137e+00 1.388467788696289062e+00 1.384534955024719238e+00 1.269242286682128906e+00 1.225359439849853516e+00 1.194284319877624512e+00 1.204054951667785645e+00 1.140876531600952148e+00 1.130809187889099121e+00 1.048524141311645508e+00 1.065450429916381836e+00 1.033014535903930664e+00 1.021061420440673828e+00 9.805562496185302734e-01 9.762199521064758301e-01 9.558695554733276367e-01 9.352427721023559570e-01 8.919051885604858398e-01 8.696197867393493652e-01 8.710409402847290039e-01 8.459604382514953613e-01 8.278999924659729004e-01 8.092930912971496582e-01 7.821909785270690918e-01 7.802308201789855957e-01 7.803631424903869629e-01 7.567067742347717285e-01 7.151182293891906738e-01 7.178679108619689941e-01 7.152541279792785645e-01 7.103178501129150391e-01 6.989886164665222168e-01 7.017906904220581055e-01 6.712272167205810547e-01 6.767799854278564453e-01 6.417707800865173340e-01 6.522929072380065918e-01 6.443960666656494141e-01 6.302939057350158691e-01 6.015482544898986816e-01 6.145240068435668945e-01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
4.432524681091308594e+00 3.516499519348144531e+00 3.165451288223266602e+00 2.800548076629638672e+00 2.592547178268432617e+00 2.391468763351440430e+00 2.240350723266601562e+00 2.104846715927124023e+00 2.007564783096313477e+00 1.927553534507751465e+00 1.816183567047119141e+00 1.761558890342712402e+00 1.708034157752990723e+00 1.623114585876464844e+00 1.586495161056518555e+00 1.523862600326538086e+00 1.492821931838989258e+00 1.462399125099182129e+00 1.420960664749145508e+00 1.416361212730407715e+00 1.332795023918151855e+00 1.356456875801086426e+00 1.298199892044067383e+00 1.263304471969604492e+00 1.228867769241333008e+00 1.221516251564025879e+00 1.205062866210937500e+00 1.168938159942626953e+00 1.138136625289916992e+00 1.144609093666076660e+00 1.095978736877441406e+00 1.085833549499511719e+00 1.077882170677185059e+00 1.067783594131469727e+00 1.009603977203369141e+00 1.032291054725646973e+00 1.007867097854614258e+00 1.015534520149230957e+00 9.729136228561401367e-01 9.577662944793701172e-01 9.520542025566101074e-01 9.710726737976074219e-01 9.120306968688964844e-01 9.094983935356140137e-01 8.792165517807006836e-01 9.008557200431823730e-01 8.737596273422241211e-01 8.847082853317260742e-01 8.732659220695495605e-01 8.484615087509155273e-01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
5.827231884002685547e+00 4.563161373138427734e+00 3.968951940536499023e+00 3.599793910980224609e+00 3.378680706024169922e+00 3.155525207519531250e+00 2.929035186767578125e+00 2.805543184280395508e+00 2.656779527664184570e+00 2.585568189620971680e+00 2.388227701187133789e+00 2.353983879089355469e+00 2.211692333221435547e+00 2.202953577041625977e+00 2.070629596710205078e+00 2.071928977966308594e+00 1.970447659492492676e+00 1.939471244812011719e+00 1.840379953384399414e+00 1.851217627525329590e+00 1.777415752410888672e+00 1.728719234466552734e+00 1.670942664146423340e+00 1.691612839698791504e+00 1.631499171257019043e+00 1.613934874534606934e+00 1.522586345672607422e+00 1.600424647331237793e+00 1.473111033439636230e+00 1.522731661796569824e+00 1.448062181472778320e+00 1.430024385452270508e+00 1.409527420997619629e+00 1.370118021965026855e+00 1.361163496971130371e+00 1.352555155754089355e+00 1.332925081253051758e+00 1.297849774360656738e+00 1.268208384513854980e+00 1.281847238540649414e+00 1.233097195625305176e+00 1.203690409660339355e+00 1.208906888961791992e+00 1.191512227058410645e+00 1.177804708480834961e+00 1.163989067077636719e+00 1.144166827201843262e+00 1.127322435379028320e+00 1.119298696517944336e+00 1.122042775154113770e+00 1.099211573600769043e+00 1.071997523307800293e+00 1.085452795028686523e+00 1.051375865936279297e+00 1.076735258102416992e+00 1.023094534873962402e+00 1.059104919433593750e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
7.114977359771728516e+00 5.458193778991699219e+00 4.759712696075439453e+00 4.310551643371582031e+00 3.795061826705932617e+00 3.523176193237304688e+00 3.336882591247558594e+00 3.088978052139282227e+00 2.944429636001586914e+00 2.708503484725952148e+00 2.626309871673583984e+00 2.517459869384765625e+00 2.384759187698364258e+00 2.322885274887084961e+00 2.223659038543701172e+00 2.158996820449829102e+00 2.094276189804077148e+00 2.009777307510375977e+00 2.036103963851928711e+00 1.846215963363647461e+00 1.896666646003723145e+00 1.805449962615966797e+00 1.793214440345764160e+00 1.776310682296752930e+00 1.726104974746704102e+00 1.660649180412292480e+00 1.596063256263732910e+00 1.594863533973693848e+00 1.582185983657836914e+00 1.540998578071594238e+00 1.526485204696655273e+00 1.470606088638305664e+00 1.462483167648315430e+00 1.470370292663574219e+00 1.404482007026672363e+00 1.433900237083435059e+00 1.361996054649353027e+00 1.379212379455566406e+00 1.321768760681152344e+00 1.352963924407958984e+00 1.320547103881835938e+00 1.305059313774108887e+00 1.271172523498535156e+00 1.238505244255065918e+00 1.303932666778564453e+00 1.236887216567993164e+00 1.231594920158386230e+00 1.235538125038146973e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
8.140693664550781250e+00 6.346580028533935547e+00 5.477360248565673828e+00 5.158650875091552734e+00 4.440959453582763672e+00 4.086957931518554688e+00 3.855471134185791016e+00 3.585146427154541016e+00 3.412916421890258789e+00 3.299787282943725586e+00 3.139429569244384766e+00 2.945459842681884766e+00 2.871355056762695312e+00 2.775773525238037109e+00 2.625576972961425781e+00 2.483114957809448242e+00 2.471116065979003906e+00 2.355387687683105469e+00 2.339422941207885742e+00 2.254563570022583008e+00 2.197596311569213867e+00 2.177318811416625977e+00 2.078939914703369141e+00 2.062086105346679688e+00 1.951809048652648926e+00 1.933550953865051270e+00 1.918612480163574219e+00 1.846006751060485840e+00 1.837571144104003906e+00 1.835889816284179688e+00 1.778609037399291992e+00 1.758350372314453125e+00 1.800213932991027832e+00 1.745057821273803711e+00 1.720844507217407227e+00 1.699501633644104004e+00 1.638819098472595215e+00 1.651447534561157227e+00 1.612230777740478516e+00 1.636136412620544434e+00 1.599227309226989746e+00 1.539795279502868652e+00 1.586728334426879883e+00 1.578438043594360352e+00 1.573536515235900879e+00 1.524068593978881836e+00 1.537015080451965332e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
