6.063776493072509766e+00 1.275803685188293457e+00 7.228210568428039551e-01 4.910786449909210205e-01 3.529222011566162109e-01 3.058098554611206055e-01 2.252155840396881104e-01 2.028655260801315308e-01 1.541763395071029663e-01 1.356214284896850586e-01 1.168465390801429749e-01 9.727143496274948120e-02 8.365606516599655151e-02 8.045857399702072144e-02 7.693910598754882812e-02 6.659221649169921875e-02 6.450289487838745117e-02 5.440071970224380493e-02 5.699699744582176208e-02 5.361292883753776550e-02 4.719475656747817993e-02 4.467102512717247009e-02 4.170029237866401672e-02 4.085507988929748535e-02 4.082364961504936218e-02 4.280591011047363281e-02 3.346880897879600525e-02 3.333772718906402588e-02 3.406290709972381592e-02 3.315418958663940430e-02 3.045136295258998871e-02 2.990686334669589996e-02 3.027157299220561981e-02 2.775965258479118347e-02 2.888759411871433258e-02 2.913906797766685486e-02 2.454815618693828583e-02 2.406338602304458618e-02 2.568757906556129456e-02 2.424449846148490906e-02 2.333860844373703003e-02 2.177635580301284790e-02 2.206676080822944641e-02 2.100536227226257324e-02 2.021131664514541626e-02 1.992891542613506317e-02 1.996977813541889191e-02 2.121707051992416382e-02 1.871374063193798065e-02 1.979915611445903778e-02
1.495275646448135376e-01 8.704272657632827759e-02 6.854672729969024658e-02 4.835649579763412476e-02 4.515640065073966980e-02 3.827383741736412048e-02 3.650637343525886536e-02 3.160848096013069153e-02 2.660109288990497589e-02 2.799366973340511322e-02 2.764864638447761536e-02 2.463346347212791443e-02 2.208884060382843018e-02 2.202422171831130981e-02 1.987206749618053436e-02 2.088226750493049622e-02 2.028999663889408112e-02 1.989164762198925018e-02 1.677252724766731262e-02 1.797115243971347809e-02 1.666392944753170013e-02 1.644757762551307678e-02 1.557895448058843613e-02 1.541383285075426102e-02 1.556811388581991196e-02 1.505061332136392593e-02 1.466743461787700653e-02 1.208395231515169144e-02 1.335940323770046234e-02 1.287118438631296158e-02 1.368230488151311874e-02 1.248161587864160538e-02 1.419491320848464966e-02 1.147937588393688202e-02 1.240835711359977722e-02 1.337717287242412567e-02 1.174022816121578217e-02 1.269439700990915298e-02 1.101349387317895889e-02 1.079642400145530701e-02 1.035463251173496246e-02 1.126401219516992569e-02 1.135975494980812073e-02 1.031291484832763672e-02 1.050606369972229004e-02 1.067577302455902100e-02 1.031069364398717880e-02 1.030256226658821106e-02 9.796063415706157684e-03 9.814733639359474182e-03
7.363343983888626099e-02 3.910424560308456421e-02 2.869798615574836731e-02 2.160949632525444031e-02 1.962546631693840027e-02 2.103443816304206848e-02 1.581808924674987793e-02 1.633340679109096527e-02 1.369696669280529022e-02 1.538128219544887543e-02 1.225228141993284225e-02 1.034881267696619034e-02 1.164621114730834961e-02 1.177099253982305527e-02 1.109386980533599854e-02 9.618146345019340515e-03 1.016066968441009521e-02 1.018720772117376328e-02 8.352759294211864471e-03 1.013031881302595139e-02 7.726235315203666687e-03 8.760535158216953278e-03 9.119023568928241730e-03 7.231704425066709518e-03 6.913443095982074738e-03 7.501118350774049759e-03 7.565232925117015839e-03 1.049097441136837006e-02 6.358908023685216904e-03 7.680702488869428635e-03 6.105666514486074448e-03 8.620915934443473816e-03 5.996250547468662262e-03 7.687527686357498169e-03 5.643243901431560516e-03 7.097400259226560593e-03 6.701830308884382248e-03 7.141067180782556534e-03 5.864377133548259735e-03 6.465336773544549942e-03 6.548451725393533707e-03 5.823169834911823273e-03 7.313233334571123123e-03 7.409592159092426300e-03 4.650094080716371536e-03 6.063926964998245239e-03 7.042522542178630829e-03 5.020729266107082367e-03 6.837619002908468246e-03 6.229429971426725388e-03
1.352410793304443359e+00 5.606276988983154297e-01 5.095296502113342285e-01 4.450537860393524170e-01 4.188027977943420410e-01 4.068204760551452637e-01 3.548438549041748047e-01 3.863134086132049561e-01 2.635972201824188232e-01 3.195711374282836914e-01 2.851112782955169678e-01 2.481466978788375854e-01 2.485387176275253296e-01 2.431025505065917969e-01 2.535767555236816406e-01 1.881629824638366699e-01 1.973346769809722900e-01 2.351506650447845459e-01 1.411066055297851562e-01 2.169124037027359009e-01 1.531335860490798950e-01 1.799896955490112305e-01 1.731576025485992432e-01 1.301637738943099976e-01 1.496446132659912109e-01 1.256726384162902832e-01 1.255447119474411011e-01 1.379872560501098633e-01 1.233914345502853394e-01 1.332606524229049683e-01 1.253895014524459839e-01 1.103243455290794373e-01 1.378060728311538696e-01 1.094224601984024048e-01 8.429313451051712036e-02 1.382725387811660767e-01 1.097602173686027527e-01 6.580514460802078247e-02 1.185745820403099060e-01 8.714286983013153076e-02 9.165755659341812134e-02 9.233603626489639282e-02 7.926104962825775146e-02 1.028147637844085693e-01 7.842804491519927979e-02 7.248082756996154785e-02 8.788617700338363647e-02 9.303172677755355835e-02 8.069299161434173584e-02 8.322856575250625610e-02
2.001649856567382812e+00 1.029453516006469727e+00 9.424336552619934082e-01 7.162781357765197754e-01 6.262513399124145508e-01 6.969091296195983887e-01 5.848367810249328613e-01 4.584155678749084473e-01 5.065832734107971191e-01 3.684093952178955078e-01 4.632555246353149414e-01 4.149977862834930420e-01 3.808175325393676758e-01 3.341553509235382080e-01 3.118242919445037842e-01 2.966000139713287354e-01 3.209133148193359375e-01 2.852036058902740479e-01 2.935875952243804932e-01 2.553309798240661621e-01 3.064320981502532959e-01 2.121995836496353149e-01 2.516002357006072998e-01 1.940960884094238281e-01 2.142508476972579956e-01 2.310024201869964600e-01 2.298496961593627930e-01 2.052079439163208008e-01 1.986975818872451782e-01 1.932366788387298584e-01 1.834626644849777222e-01 1.866647750139236450e-01 1.826688349246978760e-01 1.871030032634735107e-01 1.507492214441299438e-01 1.628224104642868042e-01 1.513574719429016113e-01 2.046448290348052979e-01 1.713847965002059937e-01 1.297525763511657715e-01 1.607060581445693970e-01 1.219091787934303284e-01 1.795461028814315796e-01 1.330935955047607422e-01 1.299607157707214355e-01 1.683170348405838013e-01 1.182080879807472229e-01 1.077582091093063354e-01 1.209563910961151123e-01 1.443935632705688477e-01
2.218674421310424805e+00 1.357634782791137695e+00 1.107500910758972168e+00 9.106100797653198242e-01 8.529701828956604004e-01 6.923750042915344238e-01 6.019828915596008301e-01 6.609072089195251465e-01 5.266220569610595703e-01 5.235960483551025391e-01 4.875611066818237305e-01 4.110583662986755371e-01 4.943916797637939453e-01 3.251091837882995605e-01 3.114848136901855469e-01 3.542019724845886230e-01 3.415084481239318848e-01 3.600882589817047119e-01 3.172618150711059570e-01 2.878921031951904297e-01 2.345007508993148804e-01 3.143472075462341309e-01 2.843119800090789795e-01 2.423937171697616577e-01 2.162764221429824829e-01 2.642014920711517334e-01 2.183999419212341309e-01 2.227018177509307861e-01 1.884619295597076416e-01 2.290984541177749634e-01 2.088996767997741699e-01 2.426006942987442017e-01 1.889731436967849731e-01 1.876180171966552734e-01 2.007435858249664307e-01 1.850460022687911987e-01 1.726806312799453735e-01 1.936090141534805298e-01 1.749137639999389648e-01 1.960415989160537720e-01 1.852968335151672363e-01 1.716736108064651489e-01 1.451586931943893433e-01 1.287557482719421387e-01 1.571257710456848145e-01 1.884183138608932495e-01 1.623695492744445801e-01 1.682807952165603638e-01 1.509435474872589111e-01 1.371186673641204834e-01
2.722526073455810547e+00 1.436593174934387207e+00 1.066182494163513184e+00 9.495900869369506836e-01 7.786959409713745117e-01 6.966735124588012695e-01 5.877538919448852539e-01 5.300132632255554199e-01 4.382724761962890625e-01 4.095695912837982178e-01 4.805594384670257568e-01 3.142424821853637695e-01 4.030647873878479004e-01 2.692040205001831055e-01 3.387078344821929932e-01 2.782700955867767334e-01 3.277761638164520264e-01 2.506920993328094482e-01 2.380222976207733154e-01 2.599757015705108643e-01 2.478925734758377075e-01 2.899347841739654541e-01 1.921517550945281982e-01 2.389509379863739014e-01 2.631123363971710205e-01 2.116228491067886353e-01 1.925587356090545654e-01 2.231064140796661377e-01 2.192795127630233765e-01 1.801141649484634399e-01 2.084219455718994141e-01 1.928979456424713135e-01 1.692386120557785034e-01 1.819815486669540405e-01 1.884871274232864380e-01 1.543478369712829590e-01 1.801238954067230225e-01 1.690386831760406494e-01 1.664600521326065063e-01 1.780520379543304443e-01 1.423678845167160034e-01 1.572924703359603882e-01 1.664628833532333374e-01 1.311088800430297852e-01 1.834412664175033569e-01 1.420044153928756714e-01 1.306323856115341187e-01 1.440844088792800903e-01 1.748412996530532837e-01 1.153568997979164124e-01
3.363823652267456055e+00 2.100343704223632812e+00 1.587243437767028809e+00 1.255065798759460449e+00 1.107241868972778320e+00 8.317266106605529785e-01 8.542269468307495117e-01 7.521300315856933594e-01 6.503359675407409668e-01 5.638065934181213379e-01 5.181658864021301270e-01 5.542765855789184570e-01 5.262570381164550781e-01 4.517971277236938477e-01 4.163985848426818848e-01 4.311855733394622803e-01 2.873342335224151611e-01 4.877824485301971436e-01 2.897494137287139893e-01 3.685643374919891357e-01 3.021274209022521973e-01 4.002672135829925537e-01 3.047894835472106934e-01 2.714277207851409912e-01 3.044409155845642090e-01 2.940250337123870850e-01 2.908742129802703857e-01 2.717512845993041992e-01 3.277640342712402344e-01 1.789281815290451050e-01 3.081219196319580078e-01 2.699449062347412109e-01 2.290548235177993774e-01 2.331914603710174561e-01 2.112766504287719727e-01 2.407694160938262939e-01 2.271956652402877808e-01 2.032795101404190063e-01 2.426647245883941650e-01 1.826452910900115967e-01 2.406519800424575806e-01 1.554720848798751831e-01 2.196066230535507202e-01 2.253994494676589966e-01 1.896014660596847534e-01 1.929234117269515991e-01 2.493281215429306030e-01 1.486349552869796753e-01 1.699017584323883057e-01 2.022843062877655029e-01
3.995998859405517578e+00 2.367842912673950195e+00 1.624124765396118164e+00 1.593905448913574219e+00 1.135780930519104004e+00 1.020442247390747070e+00 9.310678243637084961e-01 7.636116743087768555e-01 6.348266601562500000e-01 6.647666096687316895e-01 5.562922954559326172e-01 5.423195958137512207e-01 5.875578522682189941e-01 5.330118536949157715e-01 4.046799242496490479e-01 4.484254419803619385e-01 4.969256222248077393e-01 3.546955287456512451e-01 4.466012716293334961e-01 3.913300335407257080e-01 4.340040981769561768e-01 3.677223920822143555e-01 3.569200634956359863e-01 3.908624649047851562e-01 3.600956797599792480e-01 2.961782813072204590e-01 3.587719500064849854e-01 2.796451449394226074e-01 3.200237154960632324e-01 3.278152048587799072e-01 3.029478490352630615e-01 3.244808912277221680e-01 2.981353402137756348e-01 2.087014913558959961e-01 3.217137753963470459e-01 2.483175992965698242e-01 2.924083769321441650e-01 2.356265187263488770e-01 2.656379342079162598e-01 2.959818542003631592e-01 2.519832253456115723e-01 2.072842866182327271e-01 2.642562985420227051e-01 2.036222964525222778e-01 3.198642432689666748e-01 1.777224689722061157e-01 2.349341809749603271e-01 2.628167867660522461e-01 2.062415033578872681e-01 1.871222108602523804e-01
5.013809204101562500e+00 3.073418855667114258e+00 2.313083887100219727e+00 1.940001726150512695e+00 1.511454582214355469e+00 1.185148000717163086e+00 1.108147144317626953e+00 9.542406201362609863e-01 7.721203565597534180e-01 8.030788898468017578e-01 6.538062691688537598e-01 8.391670584678649902e-01 4.855544865131378174e-01 6.465679407119750977e-01 5.439181327819824219e-01 6.644018292427062988e-01 5.349369645118713379e-01 4.676661789417266846e-01 3.760599792003631592e-01 5.127103924751281738e-01 4.629756510257720947e-01 4.271570742130279541e-01 4.810992181301116943e-01 3.785239160060882568e-01 4.407975673675537109e-01 3.855411708354949951e-01 3.038845360279083252e-01 4.420932829380035400e-01 3.806475102901458740e-01 4.036091566085815430e-01 3.407415151596069336e-01 3.712883293628692627e-01 2.973476648330688477e-01 3.251991569995880127e-01 3.393134474754333496e-01 3.715024292469024658e-01 3.670775890350341797e-01 2.913258671760559082e-01 3.085987269878387451e-01 2.750347256660461426e-01 3.091254830360412598e-01 3.082088530063629150e-01 2.741587460041046143e-01 1.954361498355865479e-01 3.116396963596343994e-01 3.489961028099060059e-01 2.516634464263916016e-01 2.569562196731567383e-01 2.997708916664123535e-01 2.053776979446411133e-01
