0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.559999999999999998e-01 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 1.140000000000000041e-01 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 1.479999999999999927e-01 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 1.559999999999999998e-01 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 1.759999999999999898e-01 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 1.439999999999999891e-01 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 1.300000000000000044e-01 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 1.459999999999999909e-01 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 1.499999999999999944e-01 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 1.280000000000000027e-01 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 1.539999999999999980e-01 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 1.620000000000000051e-01 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 2.000000000000000111e-01 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 1.219999999999999973e-01 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 1.620000000000000051e-01 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 1.539999999999999980e-01 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 1.239999999999999991e-01 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 1.499999999999999944e-01 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 1.459999999999999909e-01 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 1.380000000000000115e-01 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 4.000000000000000083e-02 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 1.059999999999999970e-01 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 6.600000000000000311e-02 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 5.999999999999999778e-02 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 8.799999999999999489e-02 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 1.980000000000000093e-01 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 1.000000000000000056e-01 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 3.599999999999999728e-02 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 3.599999999999999728e-02 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 1.120000000000000023e-01 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 1.120000000000000023e-01 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 1.419999999999999873e-01 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 5.399999999999999939e-02 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 8.799999999999999489e-02 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 2.400000000000000050e-02 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 8.999999999999999667e-02 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 1.140000000000000041e-01 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 5.800000000000000294e-02 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 8.000000000000000167e-02 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 6.800000000000000488e-02 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
