1.278803348541259766e+01 4.627518057823181152e-01 6.702849864959716797e-01 5.500062108039855957e-01 4.842431843280792236e-01 3.082316219806671143e-01 1.969686448574066162e-01 2.600674331188201904e-01 2.537387609481811523e-01 1.186820492148399353e-01 1.580336987972259521e-01 8.394896239042282104e-02 9.286791086196899414e-02 9.851009398698806763e-02 8.508145809173583984e-02 3.977950662374496460e-02 5.458738654851913452e-02 4.192103445529937744e-02 7.518605887889862061e-02 5.818140134215354919e-02 4.055725410580635071e-02 3.989042341709136963e-02 4.125461354851722717e-02 4.834258556365966797e-02 4.138985648751258850e-02
3.234206140041351318e-01 1.813813745975494385e-01 1.565069258213043213e-01 9.700599312782287598e-02 1.348234266042709351e-01 9.374491870403289795e-02 1.015803813934326172e-01 9.558773785829544067e-02 7.906214147806167603e-02 9.167672693729400635e-02 7.414082437753677368e-02 7.050517946481704712e-02 6.921239942312240601e-02 6.397749483585357666e-02 7.603921741247177124e-02 7.989169657230377197e-02 5.058635398745536804e-02 6.801652163267135620e-02 7.107513397932052612e-02 7.039206475019454956e-02 5.004481598734855652e-02 4.771215468645095825e-02 4.951746761798858643e-02 5.014525353908538818e-02 5.278276652097702026e-02
3.855627179145812988e-01 1.764866709709167480e-01 1.796522885560989380e-01 1.441809982061386108e-01 1.597156822681427002e-01 1.396098434925079346e-01 1.313469856977462769e-01 1.098537966609001160e-01 1.175392419099807739e-01 1.105111092329025269e-01 1.112930253148078918e-01 1.087095215916633606e-01 9.725673496723175049e-02 9.701267629861831665e-02 9.180260449647903442e-02 8.338887989521026611e-02 9.773857146501541138e-02 1.009651124477386475e-01 9.440206736326217651e-02 7.835218310356140137e-02 8.971112221479415894e-02 8.556708693504333496e-02 7.821067422628402710e-02 7.947700470685958862e-02 8.016359806060791016e-02
3.315322697162628174e-01 2.511793971061706543e-01 2.192729860544204712e-01 1.721095442771911621e-01 1.761782467365264893e-01 1.780087947845458984e-01 1.456242352724075317e-01 1.555007249116897583e-01 1.531444638967514038e-01 1.386394947767257690e-01 1.507415622472763062e-01 1.355071812868118286e-01 1.360106170177459717e-01 1.325885057449340820e-01 1.359405517578125000e-01 1.373348683118820190e-01 1.257461160421371460e-01 1.214031353592872620e-01 1.219222620129585266e-01 1.248651817440986633e-01 1.307931393384933472e-01 1.055496111512184143e-01 1.033019125461578369e-01 1.154456734657287598e-01 1.127185374498367310e-01
3.690904080867767334e-01 2.269508987665176392e-01 2.163863033056259155e-01 1.959800869226455688e-01 1.771365851163864136e-01 1.659446507692337036e-01 1.749731600284576416e-01 1.639315932989120483e-01 1.667639166116714478e-01 1.488664150238037109e-01 1.327500343322753906e-01 1.701809018850326538e-01 1.538661420345306396e-01 1.358761340379714966e-01 1.499295085668563843e-01 1.376902312040328979e-01 1.535270661115646362e-01 1.442145109176635742e-01 1.196809485554695129e-01 1.382671892642974854e-01 1.403688937425613403e-01 1.239481568336486816e-01 1.339874118566513062e-01 1.300549507141113281e-01 1.246281415224075317e-01
3.668364882469177246e-01 2.501356601715087891e-01 2.293624877929687500e-01 2.004660218954086304e-01 2.109212875366210938e-01 2.018176168203353882e-01 1.769227385520935059e-01 2.017845213413238525e-01 1.679769903421401978e-01 1.850850433111190796e-01 1.648627668619155884e-01 1.771002858877182007e-01 1.736864745616912842e-01 1.561197489500045776e-01 1.608962565660476685e-01 1.547967940568923950e-01 1.589220911264419556e-01 1.556034535169601440e-01 1.569356769323348999e-01 1.492565274238586426e-01 1.496568620204925537e-01 1.405266970396041870e-01 1.363472342491149902e-01 1.560730785131454468e-01 1.383389681577682495e-01
4.164552092552185059e-01 2.954108417034149170e-01 2.569794952869415283e-01 2.292259186506271362e-01 2.372436523437500000e-01 2.393047809600830078e-01 2.264388203620910645e-01 2.000368535518646240e-01 2.007489502429962158e-01 1.982694268226623535e-01 2.060050964355468750e-01 2.081815302371978760e-01 1.842379719018936157e-01 1.814668476581573486e-01 1.915995776653289795e-01 1.835070103406906128e-01 1.917208135128021240e-01 2.113870978355407715e-01 1.795427501201629639e-01 1.709081977605819702e-01 1.800937056541442871e-01 1.803434938192367554e-01 1.634782850742340088e-01 1.669875383377075195e-01 1.737997382879257202e-01
5.167512297630310059e-01 3.665973246097564697e-01 3.269997239112854004e-01 2.970876693725585938e-01 2.902467250823974609e-01 2.783740460872650146e-01 2.553732395172119141e-01 2.585069835186004639e-01 2.676972150802612305e-01 2.354848831892013550e-01 2.508181929588317871e-01 2.488320618867874146e-01 2.330334484577178955e-01 2.422361224889755249e-01 2.413436919450759888e-01 2.154049724340438843e-01 2.250122874975204468e-01 2.258088886737823486e-01 2.247020900249481201e-01 2.066875249147415161e-01 2.231304496526718140e-01 2.125726789236068726e-01 2.067187428474426270e-01 2.096538692712783813e-01 2.117673605680465698e-01
5.716248750686645508e-01 4.143558740615844727e-01 3.617145121097564697e-01 3.547406494617462158e-01 3.233502805233001709e-01 3.209269642829895020e-01 3.051244318485260010e-01 2.967496812343597412e-01 3.091997206211090088e-01 3.019346296787261963e-01 3.012050092220306396e-01 2.941556274890899658e-01 2.753386795520782471e-01 2.846803665161132812e-01 2.849024534225463867e-01 2.654142379760742188e-01 2.688258886337280273e-01 2.748938798904418945e-01 2.722614407539367676e-01 2.584737241268157959e-01 2.672796845436096191e-01 2.482675015926361084e-01 2.505943477153778076e-01 2.555539011955261230e-01 2.490469664335250854e-01
6.302475929260253906e-01 4.729500412940979004e-01 4.342654347419738770e-01 4.064241945743560791e-01 3.737296164035797119e-01 3.669616878032684326e-01 3.705435693264007568e-01 3.482586443424224854e-01 3.412477970123291016e-01 3.315935730934143066e-01 3.240040838718414307e-01 3.195620775222778320e-01 3.288614749908447266e-01 3.095679283142089844e-01 3.081940412521362305e-01 3.058579862117767334e-01 3.330033421516418457e-01 3.130656778812408447e-01 3.022007048130035400e-01 2.915763556957244873e-01 2.944682240486145020e-01 3.031510412693023682e-01 3.100116252899169922e-01 2.997140288352966309e-01 2.870118319988250732e-01
9.709501266479492188e-01 6.832051873207092285e-01 6.031686067581176758e-01 5.221176147460937500e-01 5.144971013069152832e-01 4.923454225063323975e-01 4.598405063152313232e-01 4.436747431755065918e-01 4.536488950252532959e-01 4.494701623916625977e-01 4.386945664882659912e-01 4.333393275737762451e-01 4.400840699672698975e-01 4.106330871582031250e-01 4.054490029811859131e-01 4.306798875331878662e-01 4.160626530647277832e-01 3.998380899429321289e-01 3.883603811264038086e-01 3.927423954010009766e-01 3.987048268318176270e-01 3.822877109050750732e-01 3.855987191200256348e-01 3.666851520538330078e-01 3.595759868621826172e-01
9.615568518638610840e-01 6.776728630065917969e-01 6.248692274093627930e-01 5.276866555213928223e-01 5.568172931671142578e-01 4.807008206844329834e-01 4.934011399745941162e-01 4.766411483287811279e-01 4.615363478660583496e-01 4.830046892166137695e-01 4.530402421951293945e-01 4.508431553840637207e-01 4.611826539039611816e-01 4.151935875415802002e-01 4.437812864780426025e-01 4.315138757228851318e-01 4.147301614284515381e-01 4.411805272102355957e-01 4.167995452880859375e-01 4.204731881618499756e-01 4.007495343685150146e-01 4.248007535934448242e-01 4.229525625705718994e-01 4.120851159095764160e-01 3.947313129901885986e-01
